,Unnamed: 0,ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
13052,10269,0x837e,21.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,20002.516082801874
13053,16271,0x29b0,33.0,4.3,Stormy,Medium,0,Snack,motorcycle,1.0,Yes,Urban,48,20002.5160827519
13054,15803,0xca37,26.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,21,20002.5160827519
13055,27680,0xa938,37.0,4.4,Stormy,High,1,Buffet,scooter,1.0,No,,32,20002.516082746537
13056,22306,0x475d,21.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.516082746537
13057,10658,0x4fb,,,,,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.5160827454
13058,988,0xd71b,34.0,4.4,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.5160827454
13059,15179,0x9c63,27.0,3.2,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,36,20002.5160827454
13060,29279,0x84d5,39.0,4.1,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.516082720394
13061,41887,0x3cd8,38.0,3.7,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,35,20002.516082720394
13062,18428,0x8c4,,,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,20002.516082720394
13063,37881,0xa34e,30.0,4.7,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.516082720394
13064,6717,0xc1cb,32.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,20002.516082720394
13065,14816,0x468f,25.0,4.6,Fog,Medium,1,Snack,motorcycle,0.0,No,Urban,19,20002.516082716887
13066,34388,0x3a83,38.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,20002.516082716887
13067,41774,0xa07e,25.0,4.2,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,43,20002.516082681224
13068,15084,0x968b,29.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.516082681224
13069,27615,0xd11c,26.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.516082681224
13070,9727,0xdcd4,38.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.51608264776
13071,16060,0x3d9b,28.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.51608264776
13072,9226,0x5f8e,36.0,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.516082611648
13073,2270,0x8620,38.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.516082611648
13074,696,0x500f,39.0,4.5,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.516075705
13075,36742,0xa3e5,26.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,21,20002.516075705
13076,28579,0xbc69,33.0,4.7,Sunny,High,0,Buffet,motorcycle,0.0,No,Urban,22,20002.516075705
13077,11896,0x5055,38.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.516075705
13078,29502,0x28e8,34.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.516075705
13079,17835,0x5a5,,,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,21,20002.516075705
13080,34461,0xeb0,23.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,20002.516075705
13081,41031,0x8d91,22.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.516075705
13082,25543,0xa57a,21.0,5.0,Windy,Jam,1,Meal,motorcycle,1.0,No,,25,20002.516075705
13083,32433,0x458e,39.0,4.8,Fog,High,2,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.516075705
13084,39480,0x24d9,21.0,4.6,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,20002.516075705
13085,5516,0x51d2,31.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19,20002.516074507286
13086,42223,0x816e,30.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.516074507286
13087,39708,0x2ce2,31.0,4.7,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Metropolitian,44,20002.516074507286
13088,9176,0x1668,33.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.516074507286
13089,31785,0x8ddb,33.0,4.7,Sandstorms,Low,2,Drinks,scooter,,No,Urban,22,20002.516074507286
13090,41284,0x8787,22.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.516074507286
13091,15208,0x9b72,38.0,5.0,Sandstorms,High,2,Snack,scooter,0.0,No,Metropolitian,31,20002.516074507286
13092,9691,0x54ed,27.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,20002.516074507286
13093,21805,0xb7a0,23.0,5.0,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,13,20002.516074507286
13094,6173,0x9f2e,30.0,4.0,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.516074258812
13095,16287,0xa12,32.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.516074258812
13096,9991,0x9767,20.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.516074258812
13097,2667,0x9ce5,33.0,5.0,Stormy,Low,1,Snack,scooter,0.0,No,Urban,29,20002.516074258812
13098,28195,0x5133,20.0,4.5,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,12,20002.516074258812
13099,33474,0x1d34,32.0,4.2,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.516074258812
13100,30108,0x4cbe,25.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.516074258812
13101,33224,0x5b7f,38.0,3.5,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.516074258812
13102,15391,0x7799,36.0,4.9,Windy,Medium,0,Meal,motorcycle,2.0,No,Urban,48,20002.516074258812
13103,31917,0xce91,34.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,28,20002.516074258812
13104,45122,0x7287,37.0,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Urban,33,20002.516074258812
13105,13742,0xb278,35.0,4.8,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,18,20002.516074258812
13106,42357,0x5f2c,27.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.516074258812
13107,43503,0xb6a1,22.0,4.5,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.51607425352
13108,15428,0xb61d,29.0,4.6,Sandstorms,Low,0,Drinks,motorcycle,,No,Urban,18,20002.51607425352
13109,29185,0xda97,29.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,17,20002.51607425352
13110,41057,0x9cbd,35.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,20002.51607425352
13111,17797,0x19d9,22.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.51607425352
13112,13127,0xe200,20.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.51607425352
13113,33701,0xdd77,25.0,4.9,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51607425352
13114,6417,0x304b,37.0,4.3,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,47,20002.51607425352
13115,20016,0x4d75,37.0,4.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.51607425352
13116,7854,0x7634,36.0,4.4,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.51607425352
13117,4684,0xc015,,,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.516074244595
13118,29779,0x845e,34.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.516074244595
13119,21643,0xcc04,31.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,42,20002.516074244595
13120,24553,0x6c87,39.0,4.5,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,34,20002.516074244595
13121,33772,0xa664,21.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.516074244595
13122,20007,0x2bee,24.0,4.4,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,38,20002.516074244595
13123,41988,0x9c50,31.0,3.5,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,20002.516074244595
13124,24088,0x10f2,29.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,12,20002.516074244595
13125,22508,0x3cc5,28.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.516074244595
13126,16564,0xb633,28.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.516074244595
13127,33759,0x65d5,34.0,4.5,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,25,20002.516074244595
13128,25593,0x7217,26.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,37,20002.516074244595
13129,41611,0xc966,26.0,4.5,Fog,Low,2,Meal,scooter,,No,Metropolitian,12,20002.51607423629
13130,23058,0xac36,35.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.51607423629
13131,29390,0x7c5c,20.0,4.6,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.51607423629
13132,41095,0x8cbb,38.0,4.8,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51607423629
13133,22351,0xdc42,37.0,3.7,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,20002.51607423629
13134,36241,0xcd1b,20.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.51607423629
13135,13781,0xb005,20.0,4.7,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51607423629
13136,16853,0x54d9,32.0,4.9,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.51607423629
13137,33509,0x92d0,33.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,43,20002.51607423629
13138,23200,0x5465,24.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Urban,10,20002.51607423629
13139,18550,0x7935,35.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,46,20002.51607423629
13140,44086,0x9a55,29.0,4.9,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,20002.51607423629
13141,1027,0x3f7d,36.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.51607423629
13142,28508,0x1505,22.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,20002.51607418311
13143,26594,0xd6f6,32.0,4.3,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.51607418311
13144,40159,0xab0f,35.0,4.7,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51607418311
13145,32811,0x6f6f,34.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,23,20002.51607418311
13146,253,0xdad6,34.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.51607418311
13147,15270,0xade7,32.0,4.9,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,20002.51607418311
13148,1795,0x2c11,21.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Urban,27,20002.51607418311
13149,33369,0xb679,36.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.51607418311
13150,23670,0x5471,29.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,,19,20002.51607418311
13151,333,0x4c34,20.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.516074164345
13152,36425,0x64ed,24.0,2.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31,20002.516074164345
13153,24449,0x935d,35.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.516074164345
13154,25885,0x20b4,27.0,5.0,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,17,20002.516074164345
13155,39985,0x3c01,32.0,4.5,Sunny,High,1,Meal,motorcycle,0.0,No,Urban,20,20002.516074164345
13156,41499,0x241e,35.0,4.4,Fog,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,46,20002.516074164345
13157,7092,0x1682,30.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.516074164345
13158,22618,0x5ceb,34.0,4.4,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20002.516074164345
13159,6174,0xe214,36.0,4.6,Fog,Medium,1,Snack,scooter,,No,Metropolitian,42,20002.516074164345
13160,38251,0x3a46,39.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,20002.516074164345
13161,21899,0x89e1,20.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.516074164345
13162,12349,0x58e4,22.0,4.9,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.516074164345
13163,34746,0x99a5,26.0,4.7,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.516074164345
13164,7167,0x57c1,26.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.516074126204
13165,43752,0x114c,,,,,2,Buffet,scooter,1.0,No,Metropolitian,32,20002.516074126204
13166,34357,0x3b12,34.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.516074126204
13167,30587,0x785d,36.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.516074126204
13168,20118,0x40fa,35.0,4.5,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.516074126204
13169,28085,0x1dda,39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,20002.516074126204
13170,20523,0xbb16,32.0,3.6,Windy,Jam,2,Snack,scooter,2.0,No,Metropolitian,37,20002.516074126204
13171,4447,0x30a0,32.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,20,20002.516074126204
13172,12443,0x8992,21.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,30,20002.516074126204
13173,3860,0x1404,37.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.516074126204
13174,40794,0x5f0f,33.0,4.8,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,30,20002.516074126204
13175,8115,0x21f2,37.0,4.5,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.51607395619
13176,18210,0x8f42,38.0,4.2,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.51607395619
13177,32281,0x3395,31.0,4.7,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.51607395619
13178,16624,0xb45b,31.0,5.0,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,32,20002.51607395619
13179,21486,0x10d3,25.0,4.6,Cloudy,Medium,1,Snack,scooter,,No,Urban,17,20002.51607395619
13180,14433,0xda8b,31.0,5.0,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51607395619
13181,16300,0x893a,20.0,4.9,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11,20002.51607395619
13182,357,0x7725,38.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.51607395619
13183,42393,0x992c,22.0,4.6,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51607395619
13184,1297,0x39eb,34.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,40,20002.51607395619
13185,41877,0x41f9,26.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,20002.51607395619
13186,10804,0x7ff5,36.0,4.8,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,26,20002.51607395619
13187,28644,0x8db6,34.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.51607395619
13188,8827,0x2908,24.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.51607395619
13189,23808,0x24f7,27.0,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.516073952876
13190,42250,0x65e8,37.0,4.3,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,34,20002.516073952876
13191,24909,0xbf34,50.0,6.0,,,3,Buffet,scooter,1.0,No,Metropolitian,41,20002.516073952876
13192,14413,0x4823,25.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,21,20002.516073952876
13193,44273,0x995c,35.0,4.0,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,20002.516073952876
13194,9485,0xd475,32.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.516073952876
13195,14070,0xada3,22.0,4.6,Sunny,Medium,2,Drinks,scooter,0.0,No,Urban,16,20002.516073952876
13196,36301,0x94e,,,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,23,20002.516073952876
13197,33832,0x3699,28.0,4.6,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,22,20002.516073952876
13198,17626,0x1baa,27.0,4.8,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,16,20002.516073952876
13199,29013,0x69f0,30.0,4.7,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,23,20002.516073952876
13200,33464,0x6d2a,29.0,4.6,Windy,Low,2,Meal,motorcycle,1.0,No,,12,20002.516073952876
13201,38378,0x397c,26.0,5.0,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.516073952876
13202,40917,0x9827,33.0,5.0,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.51607387599
13203,42235,0x6fb8,34.0,4.6,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,42,20002.51607387599
13204,36064,0x54d2,29.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.51607387599
13205,22753,0x9d2f,31.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,20002.51607387599
13206,11285,0x2820,35.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,11,20002.51607387599
13207,4059,0xda81,21.0,4.6,Fog,Jam,0,Meal,motorcycle,0.0,Yes,Urban,49,20002.51607387599
13208,7739,0xb219,29.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.51607387599
13209,20203,0x9b36,25.0,4.7,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.51607387599
13210,40226,0x15c3,33.0,3.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.51607387599
13211,25636,0x9b2d,24.0,5.0,Cloudy,High,1,Meal,scooter,1.0,No,Metropolitian,30,20002.51607387599
13212,39294,0x38d1,38.0,4.7,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51607387599
13213,8806,0x10fc,34.0,4.2,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.5160738749
13214,15502,0xb7a4,28.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,15,20002.5160738749
13215,8958,0xde39,22.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.5160738749
13216,29,0x4bda,35.0,5.0,Sunny,Low,2,Snack,scooter,1.0,No,Urban,11,20002.5160738749
13217,35568,0x6b7b,32.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,20002.5160738749
13218,37579,0x61f5,21.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.5160738749
13219,34462,0xc000,,,,,3,Snack,scooter,0.0,No,Metropolitian,54,20002.5160738749
13220,41192,0xa887,33.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.5160738749
13221,11554,0x3859,38.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.5160738749
13222,30458,0xb661,29.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.5160738749
13223,6032,0x7339,34.0,4.6,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.5160738749
13224,32321,0xcd03,34.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.5160738749
13225,11860,0xd70e,24.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.5160738749
13226,34641,0x90c,23.0,4.8,Cloudy,High,1,Buffet,scooter,1.0,No,Urban,28,20002.5160738749
13227,31232,0x39ce,22.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,12,20002.5160738749
13228,20729,0x8e4d,33.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,25,20002.51607385508
13229,13550,0xdb02,25.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.51607385508
13230,41022,0x4967,21.0,4.7,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.51607385508
13231,19028,0x7fa4,23.0,4.3,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.51607385508
13232,11496,0x37d3,30.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.51607385508
13233,1869,0x8ab9,37.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Urban,28,20002.51607385508
13234,28032,0x953f,21.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,25,20002.51607385508
13235,22509,0xc905,22.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,20002.51607385508
13236,26901,0xb688,30.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.51607385508
13237,1782,0x465b,30.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,25,20002.51607385508
13238,17344,0x7e80,31.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.51607385508
13239,984,0xb99b,30.0,4.8,Windy,Low,1,Snack,scooter,,No,Urban,26,20002.51607385508
13240,41147,0xdb69,24.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51607385508
13241,22978,0x430f,30.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51607385508
13242,17301,0xa56,28.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.51607385508
13243,30571,0x4599,25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51607351289
13244,9892,0x1a40,28.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.51607351289
13245,4122,0xd7de,22.0,4.5,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.51607351289
13246,7585,0x7aca,27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,13,20002.51607351289
13247,17876,0xb4c1,33.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,45,20002.51607351289
13248,43416,0x28ae,39.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.51607351289
13249,10218,0x1dd3,31.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.51607351289
13250,28420,0xbeab,39.0,4.2,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.51607351289
13251,45415,0x34c3,30.0,4.7,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,18,20002.51607351289
13252,27191,0x7267,20.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.51607351289
13253,36023,0x5c68,29.0,4.8,Windy,Low,1,Meal,scooter,0.0,No,Urban,14,20002.51607351289
13254,23261,0x45d6,38.0,4.7,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.516073474595
13255,8158,0x3a77,29.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.516073474595
13256,18773,0x4e52,39.0,3.7,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,33,20002.516073474595
13257,12579,0xf80,38.0,3.6,Windy,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,40,20002.516073474595
13258,3554,0xcce,28.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,20002.516073474595
13259,35301,0x538d,27.0,4.7,Cloudy,Jam,1,Snack,scooter,0.0,No,,25,20002.516073474595
13260,2981,0xc96c,29.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.516073474595
13261,31534,0x3c92,38.0,4.4,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,47,20002.516073474595
13262,13783,0xb409,26.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.516073474595
13263,22074,0xcdf1,28.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.516073474595
13264,15362,0xe0d2,25.0,5.0,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.516073474595
13265,41908,0x4b15,31.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.516073474595
13266,34723,0x27f3,22.0,4.3,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.516073474595
13267,13959,0xc174,37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,11,20002.516073474595
13268,17643,0x7df6,25.0,4.9,Fog,Low,1,Snack,motorcycle,,No,Urban,17,20002.516073379942
13269,25503,0x9d25,36.0,3.7,Stormy,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,43,20002.516073379942
13270,30166,0x24c4,20.0,4.5,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.516073379942
13271,7798,0xae1c,38.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,40,20002.516073379942
13272,13910,0x5021,36.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27,20002.516073379942
13273,35182,0x750e,35.0,5.0,Sandstorms,High,0,Meal,motorcycle,1.0,No,Urban,32,20002.516073379942
13274,7882,0x6300,21.0,4.5,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Urban,14,20002.516073379942
13275,15498,0xacfb,23.0,4.9,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,12,20002.516073379942
